lpreciom2,lsup_constru,ldistancia_playa,long,condicion,dormitorios,banos,garage,ascensores,ammenities,lexpensas
7.354042381610556,5.075173815233827,-0.3937697489528045,-56.1465571,used,1,1,No,0,0,8.294299608857235
8.294049640102028,3.737669618283368,-0.0845877289640546,-56.1526968,used,1,1,No,1,5,8.575650760987806
8.086410275323782,3.688879454113936,0.24742793827503615,-56.1518124,used,1,1,Si,0,5,8.294299608857235
7.7528429063952,4.700480365792417,-0.6749239388707361,-56.1487571,used,2,2,No,1,3,8.993551586299981
8.006367567650246,4.143134726391533,0.0062058591093577,-56.1617599,used,2,2,No,1,4,8.343077871169383
7.992944547318106,4.8283137373023015,0.0896258276418072,-56.1617184,used,3,3,No,0,0,8.294299608857235
8.014878257318156,3.6635616461296463,-0.6398657399929525,-56.1450636,new,3,1,Si,2,4,7.8636512654486515
8.10356989560661,4.564348191467836,0.23190735678743377,-56.1313363,used,2,2,Si,1,12,8.294299608857235
7.780560898916553,5.236441962829949,-0.2871795086117457,-56.1507736,used,3,3,No,2,1,10.085850775128717
7.600902459542082,5.501258210544727,-0.13733840932633903,-56.1527497,used,3,3,Si,1,11,9.741027444837728
7.815312330887537,4.74493212836325,-0.1953352820572871,NA,used,3,2,No,0,0,8.294299608857235
8.03053792857806,4.6913478822291435,-0.3232320244837872,-56.1527654,used,3,3,Si,2,9,9.210440366976517
8.318742252692399,4.248495242049359,0.36151192064229554,-56.1611423,used,2,2,Si,1,12,8.922791623969637
8.056158232153262,4.709530201312334,-1.1191505458287527,-56.1473737,used,2,2,Si,2,8,9.04793908261736
7.941829046512676,4.564348191467836,-0.7081924218300039,-56.1472642,new,2,2,No,0,0,8.987321812850125
7.924689536635979,4.442651256490317,0.16726827922995652,-56.1526077,used,3,2,Si,2,9,8.987321812850125
7.995317731463662,4.51085950651685,0.2583720101866145,-56.1592895,used,3,2,No,0,2,9.04793908261736
8.32833871358066,3.7612001156935624,-0.33345267020137925,-56.1425484,used,1,1,No,0,0,8.294299608857235
7.851697542186802,5.365976015021851,-2.038389819488715,-56.1452223,used,3,3,Si,0,6,8.294299608857235
8.08274054643482,4.430816798843313,-0.9765612625148408,-56.1459507,used,3,3,Si,1,7,8.77971129020447
7.926780129731899,4.110873864173311,0.24742793827503615,-56.1518124,new,2,1,No,0,4,8.294299608857235
7.536363938404511,4.382026634673881,-0.6203283499126628,-56.1462334,used,3,2,Si,1,4,8.77971129020447
8.070906088787819,3.951243718581427,-0.7081924218300039,-56.1472642,used,1,1,No,2,5,8.294299608857235
7.869166446136762,4.174387269895637,-0.6198507962217259,-56.1485346,used,1,1,Si,1,3,8.006700845440367
8.077136638538454,3.912023005428146,-0.7028100395667211,-56.1464048,used,1,1,No,0,0,8.294299608857235
7.957577403480815,4.430816798843313,-0.6398657399929525,-56.1450636,new,1,1,No,0,0,8.294299608857235
8.111728083308073,4.31748811353631,0.5904513498780536,-56.1595166,used,2,2,Si,1,4,8.517393171418904
8.284570896147484,5.0689042022202315,-0.4198655109566479,-56.1501783,used,3,3,Si,2,8,9.472781556562168
8.309553826637993,4.382026634673881,-0.7106473977710487,-56.1465244,used,3,2,No,1,2,8.77971129020447
8.006367567650246,4.442651256490317,-0.4539222623750556,-56.149386,used,2,2,Si,1,8,9.61587214452889
7.834975081388483,4.51085950651685,-0.7081924218300039,-56.1472642,new,2,1,No,0,3,8.294299608857235
7.600902459542082,4.382026634673881,0.5186169356864042,-56.1567483,used,3,1,No,1,6,8.160803920954665
8.070906088787819,4.382026634673881,-0.6740994989683984,-56.1487601,used,2,2,No,1,2,8.987321812850125
8.006367567650246,4.941642422609304,-0.7135689005863034,-56.1495856,used,3,3,Si,2,12,8.294299608857235
7.70309340043863,5.062595033026967,-0.9032232219727576,-56.1480015,used,3,3,Si,2,11,9.472781556562168
8.223576383444643,5.1298987149230735,-0.8223856672767503,NA,new,3,3,Si,0,11,8.294299608857235
8.150948796461355,3.4011973816621555,-0.7081924218300039,-56.1472642,used,3,1,No,0,0,8.294299608857235
8.389748244848118,4.762173934797756,0.02089941535135165,-56.1356478,used,3,3,Si,0,3,9.99884318585288
8.021453205068287,3.912023005428146,-0.03129746843914759,-56.161966,used,2,1,No,1,4,8.294299608857235
7.966362233036548,4.442651256490317,-0.688282521196817,-56.1461467,used,2,2,Si,2,10,8.853808274977197
7.832014180505469,4.8283137373023015,-0.4817658896116563,-56.1410212,used,2,3,Si,2,9,9.04793908261736
7.994391376603531,4.941642422609304,-0.2434746031127212,-56.1558108,used,3,3,Si,2,11,9.546884034617925
7.987675434638094,4.499809670330265,0.26979966445431514,-56.1607653,used,2,1,No,1,8,8.160803920954665
8.13245421382519,5.25227342804663,0.0687103918986169,NA,used,3,3,No,2,3,9.952325334619427
8.183701582933162,4.204692619390966,-0.8993339731879786,-56.1507237,used,2,2,No,2,4,8.294299608857235
7.952300346379971,5.247024072160486,-0.5168461212347357,-56.1493412,used,3,3,Si,2,12,9.680406499268875
7.876005749787003,5.0106352940962555,0.15694426564698677,-56.1545975,used,3,3,Si,2,14,8.294299608857235
8.055157731819678,3.688879454113936,-0.33345267020137925,-56.1425484,used,3,1,No,0,0,8.294299608857235
7.92020689254093,3.8501476017100584,0.10764012362235148,-56.1633419,used,1,1,No,0,0,8.294299608857235
7.7912561880333024,4.127134385045092,0.236009523094971,-56.1553368,new,1,1,No,0,2,8.294299608857235
8.266898651036076,3.332204510175204,-0.47277941724369854,-56.1425163,new,3,1,No,2,2,8.068089626278244
7.97819669068355,4.787491742782046,-0.8163694475369005,-56.1483743,used,3,3,Si,0,7,8.294299608857235
8.29041987205145,4.23410650459726,-0.3886415465753416,-56.1415714,used,2,2,Si,1,7,9.082620630373812
8.105039095157277,3.80666248977032,-0.4241999094795536,-56.1511391,used,1,1,No,0,4,7.601402334583733
8.14140385145419,4.418840607796598,-0.4692516541098729,-56.15298,used,2,3,Si,2,4,9.546884034617925
8.401680304294393,3.49650756146648,-0.7098059785593862,-56.1471935,new,1,1,Si,1,4,7.901377353792616
8.310578942053239,4.653960350157523,-0.5726342837250562,-56.1419737,used,3,3,Si,1,8,9.417435838868785
8.006367567650246,3.688879454113936,0.25383359741636324,-56.1627793,used,1,1,Si,0,2,8.294299608857235
7.8920994741013075,4.955827057601261,-0.35433630284555506,-56.1507572,used,3,3,Si,2,8,9.90353755128617
8.047189562170502,3.4657359027997265,-0.5934232789081687,-56.1430573,used,1,1,No,0,0,8.294299608857235
8.105039095157277,4.499809670330265,-0.1953352820572871,NA,used,3,2,No,0,0,8.294299608857235
8.065208067673181,5.393627546352362,1.1170946545452582,-56.1400556,used,3,3,Si,2,13,9.210440366976517
8.069168468889277,4.276666119016055,-0.22793595454988036,-56.1456655,used,2,1,No,1,4,8.294299608857235
7.783224016336037,4.31748811353631,0.2932965120228793,-56.1527071,new,2,2,Si,1,9,8.294299608857235
7.976514604500566,3.5263605246161616,-0.7081924218300039,-56.1472642,used,3,1,No,0,3,7.824445930877619
7.917760021127795,4.04305126783455,-0.43033604739234627,-56.1441095,used,1,1,No,0,3,8.294299608857235
7.783224016336037,5.0106352940962555,-0.1953352820572871,NA,used,3,3,Si,2,6,9.798182590890704
7.791957696304792,3.6375861597263857,0.6242401241636665,-56.1587671,used,3,1,No,1,2,8.294299608857235
8.103695911610808,4.31748811353631,-0.24006191609050745,-56.1515163,used,2,2,No,0,0,8.294299608857235
7.893572073504902,3.912023005428146,-0.7081924218300039,-56.1472642,used,1,1,No,0,3,8.294299608857235
8.160518247477505,4.248495242049359,-1.0663886382933605,-56.1518163,new,1,1,No,0,0,8.699681400989514
7.8357420506194835,5.135798437050262,-0.2431516177820446,-56.1558131,used,3,3,Si,2,13,9.852246888342531
8.160518247477505,4.605170185988092,-0.1953352820572871,NA,used,3,2,Si,1,9,9.680406499268875
6.678342114654332,5.298317366548036,-0.1953352820572871,NA,used,3,3,No,0,0,8.294299608857235
8.201676319971012,4.219507705176107,0.4113314426719295,-56.157498,used,2,2,No,2,7,8.294299608857235
7.7163186301882,4.543294782270004,0.34083880250068943,-56.1520448,used,3,2,Si,1,12,8.81001204797317
8.18249715419628,3.80666248977032,-0.7028100395667211,-56.1464048,used,1,1,Si,1,12,8.594339400592892
8.035355104523498,3.5263605246161616,-0.6346532315049568,-56.1444741,used,3,1,No,1,3,8.294299608857235
8.042735211821121,4.499809670330265,-0.7081924218300039,-56.1472642,used,3,2,Si,1,7,9.210440366976517
7.7440033031827555,4.867534450455582,-0.6459502846196633,-56.1491638,used,3,2,Si,1,10,9.305741456739435
8.002192196239767,4.382026634673881,-0.06003832557655134,-56.1534453,used,3,2,Si,1,6,8.853808274977197
8.239561454817958,4.189654742026425,-0.1953352820572871,NA,used,2,2,No,0,0,8.294299608857235
8.284747247439714,3.295836866004329,-0.17063639426735194,-56.1394458,used,3,1,No,0,5,8.294299608857235
7.8920994741013075,4.2626798770413155,-0.24919815599326323,-56.15049,used,3,2,No,0,0,8.294299608857235
8.36304251158898,3.5553480614894135,-0.1212764351426285,-56.1524645,used,1,1,No,1,3,7.824445930877619
7.818625943386953,3.610917912644224,-0.1953352820572871,NA,new,3,1,No,0,5,0
7.907632726964557,5.272999558563747,-0.4946869437940387,-56.1495453,used,3,3,Si,2,5,9.15915233520675
8.251490025683232,3.4011973816621555,0.236009523094971,-56.1553368,used,3,1,Si,0,6,8.294299608857235
8.03376654183836,4.0943445622221,-0.03512972108252238,-56.154791,used,2,2,No,1,5,7.937731775260109
8.229511118964457,3.332204510175204,-0.5576149314808936,-56.143274,new,3,1,Si,2,5,8.294299608857235
7.983894711798188,5.0106352940962555,-0.1953352820572871,NA,used,3,2,Si,2,11,9.305741456739435
7.748822589618705,4.23410650459726,-0.22030446864395417,-56.1655539,new,1,1,No,2,7,7.901377353792616
7.946648332948625,3.828641396489095,-0.7081924218300039,-56.1472642,used,2,1,No,0,0,8.294299608857235
8.154287697726868,4.23410650459726,-0.08099702988019791,-56.1513366,used,2,2,No,1,4,8.294299608857235
8.109551803885477,3.828641396489095,-0.6554273687254953,-56.1517878,used,1,1,No,0,0,8.294299608857235
8.015417403170165,3.784189633918261,-0.6554273687254953,-56.1517878,used,3,1,No,0,0,8.294299608857235
7.8551365979263235,4.553876891600541,-0.5728732017998527,-56.1541647,used,3,3,No,1,11,9.392745258631441
7.969757822037685,4.624972813284271,-0.7926265028676354,-56.1483496,used,3,3,Si,2,7,9.648659816955295
7.947659966823469,5.0238805208462765,-0.28504036322106524,-56.1506613,used,3,3,Si,2,12,9.741027444837728
8.019790587982387,4.30406509320417,-0.1953352820572871,NA,used,3,2,Si,1,8,8.294299608857235
7.875633379646786,4.219507705176107,-0.11952768673896812,-56.1526865,used,2,2,No,1,4,9.210440366976517
7.856953128852721,3.49650756146648,0.2259211418166661,-56.1622676,used,3,1,No,0,0,8.294299608857235
8.006367567650246,5.298317366548036,-0.1953352820572871,NA,used,3,3,No,0,0,8.294299608857235
8.251490025683232,3.4011973816621555,0.34011135162352807,-56.1565547,used,3,1,Si,1,9,8.294299608857235
8.065208067673181,3.49650756146648,-0.7081924218300039,-56.1472642,used,3,1,No,0,5,8.294299608857235
7.8183153361473074,5.634789603169249,0.00114602106122467,-56.1357592,used,3,3,Si,0,12,8.294299608857235
7.962692504147585,3.6635616461296463,-0.6398657399929525,-56.1450636,new,3,1,No,0,0,8.294299608857235
7.767956544205249,4.700480365792417,-0.1953352820572871,NA,used,3,3,No,0,0,8.294299608857235
7.9212097593099395,4.584967478670572,-0.35935410506386106,-56.1510748,used,2,2,No,1,2,8.294299608857235
7.991100095519458,4.477336814478207,-0.23906619525313597,-56.155983,used,2,2,Si,0,3,9.392745258631441
7.972466015974565,3.912023005428146,-0.00260509884459183,-56.1527146,used,2,1,No,0,0,8.294299608857235
8.069168468889277,4.276666119016055,0.05896855324154266,-56.1507028,new,2,2,Si,0,4,8.006700845440367
8.037620111154352,4.653960350157523,-0.22047283237337248,-56.1499038,used,3,2,Si,0,7,8.770594329891145
7.872836175025724,4.382026634673881,-0.1953352820572871,NA,used,3,2,No,0,0,8.294299608857235
8.027644966097531,3.4339872044851463,-0.7081924218300039,-56.1472642,used,3,1,No,0,4,8.294299608857235
8.242756345714477,3.688879454113936,0.3008916632943583,-56.1624479,used,1,1,Si,1,6,8.699681400989514
7.906284109093264,4.248495242049359,-0.22030446864395417,-56.1655539,new,2,1,Si,0,7,7.927324360309794
7.663703360781112,3.9889840465642745,-0.22030446864395417,-56.1655539,new,1,1,No,2,7,7.550135342488429
7.90501507338996,4.418840607796598,-0.6849409611304373,-56.1460112,used,2,2,Si,2,11,8.294299608857235
7.781588692995306,3.9318256327243257,-2.038389819488715,-56.1452223,used,1,1,No,0,6,8.294299608857235
7.393263094763838,4.382026634673881,-0.1953352820572871,NA,used,3,2,No,0,0,8.294299608857235
7.841307927696929,3.5263605246161616,-2.038389819488715,-56.1452223,used,3,1,No,0,6,8.294299608857235
8.09364096481693,3.970291913552122,-2.038389819488715,-56.1452223,new,2,1,Si,1,9,8.294299608857235
7.840575312807503,4.787491742782046,-0.28316219611523347,-56.1536355,used,3,3,Si,2,10,8.294299608857235
8.36304251158898,3.8918202981106265,-0.00332462406471196,-56.1584616,new,1,1,Si,2,10,8.160803920954665
7.600902459542082,5.075173815233827,-0.6653683091251287,-56.1489262,used,3,2,Si,2,4,9.61587214452889
7.841043587224863,4.248495242049359,-0.03129746843914759,-56.161966,used,3,1,No,0,0,8.294299608857235
8.27603113459935,3.332204510175204,-0.27131383256525365,-56.1504057,used,3,1,No,1,5,7.824445930877619
7.924689536635979,3.5263605246161616,-0.6906009977563625,-56.1461147,used,3,1,No,2,5,8.294299608857235
7.980392081246986,4.867534450455582,-0.01889039131134319,-56.1529999,used,3,3,Si,2,3,8.294299608857235
8.204818506374085,4.812184355372417,-1.1711718775660134,-56.143216,used,3,2,Si,0,2,8.294299608857235
8.041841955843907,4.787491742782046,-0.40648878351528794,-56.141759,used,3,3,Si,2,13,9.61587214452889
8.204818506374085,4.812184355372417,-1.1711718775660134,-56.143216,used,3,2,Si,0,2,8.294299608857235
7.867531122796031,4.499809670330265,-0.1490061358344504,-56.1496241,used,3,2,No,0,0,8.294299608857235
7.446751779714824,4.248495242049359,0.5314111507145975,-56.1589667,used,3,1,No,0,0,8.294299608857235
8.026570274967765,3.8918202981106265,-0.00260509884459183,-56.1527146,used,2,1,No,1,5,8.038189179973203
8.189980280207822,3.7612001156935624,-0.1953349786907387,-56.1545116,used,1,1,No,1,7,8.517393171418904
8.028346474369021,5.41610040220442,-0.09651225809026756,-56.1527842,used,3,3,Si,2,12,10.043292972227004
8.111728083308073,3.80666248977032,-0.1953352820572871,NA,new,1,1,Si,1,13,7.824445930877619
8.026570274967765,4.584967478670572,-0.6383874115141637,-56.1466056,used,3,2,Si,0,2,8.294299608857235
8.03053792857806,4.6913478822291435,-0.3161426887324336,-56.1531278,used,3,2,No,0,0,8.294299608857235
8.111728083308073,4.499809670330265,-1.1482210679242495,-56.1461588,used,3,3,Si,2,8,9.305741456739435
8.006367567650246,4.143134726391533,-0.44060968898034886,-56.1422783,new,1,1,No,1,2,8.517393171418904
8.14038333906845,4.454347296253507,0.3062990071366269,-56.1579204,used,3,2,Si,2,13,9.305741456739435
7.968627239667399,3.80666248977032,-0.7098059785593862,-56.1471935,used,2,1,No,0,0,8.294299608857235
7.930206206684683,3.912023005428146,0.5238888340935931,-56.1580752,used,1,1,No,0,0,8.294299608857235
8.114164138105954,3.713572066704308,-0.6849409611304373,-56.1460112,used,1,1,Si,1,6,8.294299608857235
7.9303816606723245,3.713572066704308,0.3062064112351401,-56.1592573,used,3,1,No,0,2,7.601402334583733
7.847762537473608,3.912023005428146,0.39531041471707934,-56.1572026,used,1,1,No,2,5,8.38958706681109
7.881371077475562,3.688879454113936,-0.2596524491550257,-56.1489956,used,3,1,Si,1,9,8.294299608857235
7.823261389395874,3.9318256327243257,-2.038389819488715,-56.1452223,new,1,1,Si,1,9,8.294299608857235
8.172352705124508,4.276666119016055,-0.7748734892327641,-56.1477718,used,2,2,Si,1,10,9.105090961257085
8.185210860067876,3.688879454113936,-0.5403884986381118,-56.1489184,used,1,1,No,0,0,8.294299608857235
8.202112144776342,4.30406509320417,-0.8134397626574673,-56.1425492,used,2,2,Si,1,11,9.350189267092581
8.120440023910094,4.382026634673881,-0.7081924218300039,-56.1472642,used,2,2,No,2,8,8.412054873292933
7.8122115532092895,5.135798437050262,-0.7462980861705495,-56.1418726,used,3,3,Si,2,10,9.433563920090563
8.219941667948305,4.941642422609304,-2.3901433534278675,-56.1451766,used,3,2,Si,2,12,10.12667110305036
8.177977468849274,4.290459441148391,-0.22466704383019973,-56.1490635,used,2,2,Si,1,11,8.764209507142004
8.048927182069043,4.74493212836325,-0.7914712696001329,-56.147713,used,3,3,No,0,0,8.294299608857235
7.963807953231451,4.276666119016055,-0.17689406102823088,-56.1519745,used,3,1,No,0,0,8.294299608857235
7.704857493591174,5.181783550292085,-1.6969271823585343,-56.1459684,used,3,3,Si,2,10,9.503084610020228
8.278545453566062,4.174387269895637,0.3265484757563268,-56.1617332,used,3,2,Si,1,10,8.922791623969637
7.790144459180611,4.0943445622221,-0.1953352820572871,NA,used,2,1,No,1,5,9.305741456739435
7.805696872188095,4.007333185232471,0.5699854229863739,-56.1577233,used,2,2,No,0,0,8.294299608857235
8.13420093916013,3.49650756146648,-0.2596524491550257,-56.1489956,new,3,1,No,1,9,8.294299608857235
7.88120442469624,4.624972813284271,-1.4424091248356483,-56.1464987,used,3,2,No,2,1,8.294299608857235
7.731930721948486,4.8283137373023015,-0.1953352820572871,NA,used,2,2,No,0,0,8.294299608857235
8.334871634622283,3.871201010907891,-0.37945299372733016,-56.1504525,new,1,2,No,0,0,8.294299608857235
7.8357420506194835,4.442651256490317,-0.14911624255615102,-56.1496107,used,3,2,Si,2,8,8.294299608857235
7.70375984498179,5.19295685089021,-0.1953352820572871,NA,used,3,3,Si,2,3,9.735128070758227
8.294049640102028,4.0943445622221,0.05335342381033734,-56.1389674,used,2,1,No,0,0,8.294299608857235
8.13853934075873,4.5217885770490405,-1.353886394193861,-56.144267,used,2,2,Si,0,2,9.711176264112805
8.130212897982176,4.897839799950911,-0.4670491501945842,-56.149943,used,3,2,Si,0,2,9.741027444837728
8.094716737481537,4.418840607796598,-0.9523398278949908,-56.1466015,used,3,3,Si,1,5,8.294299608857235
8.094716737481537,4.418840607796598,-0.9523398278949908,-56.1466015,used,3,3,Si,1,5,8.294299608857235
8.097339345855973,4.941642422609304,-0.697191691619007,-56.1505228,new,2,3,Si,1,7,8.294299608857235
8.097339345855973,4.941642422609304,-0.697191691619007,-56.1505228,new,2,3,Si,1,7,8.294299608857235
7.800515513446098,4.454347296253507,-0.1953352820572871,NA,used,3,2,No,1,3,9.04793908261736
8.083626050787379,4.418840607796598,-0.6230690811006714,-56.153945,used,2,1,No,0,0,8.909370405197466
7.831426118153915,4.90527477843843,-0.1953352820572871,NA,used,3,3,Si,1,11,9.350189267092581
7.960905193573489,4.31748811353631,0.7232721393340479,-56.1595609,used,3,2,No,1,5,8.160803920954665
8.266650665913913,3.610917912644224,-0.37945299372733016,-56.1504525,used,1,1,No,1,6,8.517393171418904
7.730360526778969,4.812184355372417,0.1979082879995687,-56.160071,used,2,1,Si,0,2,9.105090961257085
7.920221616937046,4.653960350157523,-0.9562243800905426,-56.145973,used,3,2,Si,0,2,9.61587214452889
7.97819669068355,4.787491742782046,-1.2997918791804144,-56.145823,used,3,3,Si,0,2,9.392745258631441
7.914348668929994,4.51085950651685,-0.3245745604912517,-56.1408382,new,2,2,No,1,4,8.294299608857235
8.062720504201378,4.23410650459726,-0.6212980272052906,-56.1437918,new,1,1,No,1,6,8.294299608857235
8.234626219631227,4.174387269895637,-0.4612344423626825,-56.1507499,used,2,2,Si,1,10,8.612685172875459
7.577522010898019,5.472270673671475,-0.3245745604912517,-56.1408382,new,3,3,Si,1,6,8.294299608857235
7.998585427208192,3.7612001156935624,-0.6140367009762361,-56.1439684,new,3,1,No,1,3,8.294299608857235
8.081875120158392,3.5263605246161616,-0.6140367009762361,-56.1439684,new,3,1,No,1,2,8.294299608857235
8.094920964991692,3.58351893845611,-0.6140367009762361,-56.1439684,new,3,1,No,1,2,8.294299608857235
7.984388660931471,3.828641396489095,-0.6140367009762361,-56.1439684,new,3,1,No,1,3,8.294299608857235
7.998585427208192,3.7612001156935624,-0.6140367009762361,-56.1439684,new,3,1,No,1,3,8.294299608857235
8.081875120158392,3.5263605246161616,-0.6140367009762361,-56.1439684,new,3,1,No,1,2,8.294299608857235
8.094920964991692,3.58351893845611,-0.6140367009762361,-56.1439684,new,3,1,No,1,2,8.294299608857235
7.984388660931471,3.828641396489095,-0.6140367009762361,-56.1439684,new,3,1,No,1,3,8.294299608857235
7.929406526514119,4.143134726391533,-0.3245745604912517,-56.1408382,new,1,1,No,1,4,8.294299608857235
7.686669281299507,4.204692619390966,-0.3245745604912517,-56.1408382,new,3,1,No,1,4,8.294299608857235
8.086410275323782,4.382026634673881,0.14160625659598083,-56.1556828,used,2,2,Si,1,4,8.294299608857235
8.086410275323782,4.382026634673881,0.14160625659598083,-56.1556828,used,2,2,Si,1,4,8.294299608857235
8.17268878309776,4.248495242049359,-1.0433029305315595,-56.1515528,new,1,1,No,1,1,8.294299608857235
